Cust_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Number_of_Referrals,,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
8735-NBLWT,Male,34,No,2,Foresthill,95631,0,9,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.4,184.1,0,0,596.57,Stayed,,
8735-SDUFN,Female,65,Yes,0,Salinas,93908,5,72,Offer A,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,24.3,1778.7,0,0,2403.66,Stayed,,
8738-JOKAR,Female,55,No,0,Covina,91722,0,42,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,67.7,2882.25,0,0,4533.69,Stayed,,
8739-QOTTN,Female,35,Yes,0,Avalon,90704,3,2,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,41.85,0,0,52.69,Joined,,
8739-WWKDU,Male,69,No,0,San Diego,92109,0,25,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0,0,2657.65,Churned,Competitor,Competitor had better devices
8739-XNIKG,Female,29,No,0,Bakersfield,93301,0,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,424.75,0,0,667.2,Stayed,,
8740-CRYFY,Male,62,No,0,Sacramento,95823,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,78.95,0,0,102.91,Churned,Competitor,Competitor offered higher download speeds
8740-XLHDR,Male,30,No,0,Greenwood,95635,0,5,None,No,,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219,0,0,219,Churned,Dissatisfaction,Network reliability
8741-LQOBK,Female,27,Yes,2,Elmira,95625,9,46,None,No,,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0,0,1620.25,Stayed,,
8745-PVESG,Female,44,No,0,Rancho Santa Fe,92067,0,57,None,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,0,0,2258.25,Stayed,,
8746-BFOAJ,Male,79,No,0,Garden Grove,92845,0,21,None,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.5,429.55,0,0,917.38,Stayed,,
8746-OQQRW,Male,64,No,0,Hopland,95449,0,4,Offer E,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,25.25,101.9,0,0,116.66,Stayed,,
8747-UDCOI,Female,29,Yes,0,Sun City,92587,7,65,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1319.95,0,0,4482.85,Stayed,,
8748-HFWBO,Male,49,Yes,3,Camino,95709,2,19,Offer D,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.9,357.7,0,0,974.63,Stayed,,
8749-CLJXC,Male,56,No,0,Ahwahnee,93601,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,20.05,0,0,33.56,Joined,,
8749-JMNKX,Male,80,Yes,0,Montebello,90640,1,51,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0,0,5880.09,Churned,Dissatisfaction,Limited range of services
8749-TZYEC,Male,38,Yes,0,Yorba Linda,92887,1,72,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.8,1874.3,16.26,0,2845.88,Stayed,,
8750-QWZAJ,Female,38,Yes,2,Orange,92867,1,70,Offer A,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.8,1378.75,0,0,4769.55,Stayed,,
8751-EDEKA,Female,56,Yes,0,Rancho Santa Fe,92091,7,28,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0,0,3360.02,Stayed,,
8752-GHJFU,Male,70,Yes,0,Applegate,95703,7,71,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92,6585.2,0,0,9183.8,Stayed,,
8752-IMQOS,Male,28,Yes,0,Fullerton,92832,1,5,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.1,85.1,0,0,111.1,Stayed,,
8752-STIVR,Female,61,No,0,Elmira,95625,0,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,303.15,0,0,413.43,Churned,Dissatisfaction,Limited range of services
8755-IWJHN,Male,73,Yes,0,Honeydew,95545,5,69,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382,0,0,9825.79,Stayed,,
8755-OGKNA,Female,33,Yes,3,Laton,93242,5,57,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.5,1167.6,19.89,0,3549.69,Stayed,,
8756-RDDLT,Female,53,No,0,San Leandro,94577,0,68,None,No,,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0,0,3085.35,Stayed,,
8757-TFHHJ,Male,55,No,0,San Jose,95128,0,1,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0,0,88.01,Joined,,
8760-ZRHKE,Female,80,Yes,1,Berry Creek,95916,7,71,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0,0,8432.39,Stayed,,
8761-NSOBC,Male,41,No,0,Gridley,95948,0,44,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,4398.15,0,0,6286.63,Churned,Dissatisfaction,Network reliability
8763-KIAFH,Female,37,Yes,0,Whittier,90603,10,27,None,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.55,583.3,0,0,1149.22,Stayed,,
8766-PAFNE,Male,21,Yes,0,Hayward,94545,6,71,Offer A,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85,0,0,7554.27,Stayed,,
8769-KKTPH,Female,44,Yes,0,Los Angeles,90066,2,63,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0,0,6401.29,Stayed,,
8773-HHUOZ,Female,20,No,0,Los Angeles,90032,0,17,None,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,0,0,1782.45,Churned,Competitor,Competitor offered higher download speeds
8774-GSBUN,Male,40,Yes,0,Compton,90222,8,72,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.4,1797.1,0,0,2095.9,Stayed,,
8775-CEBBJ,Female,40,No,0,Seeley,92273,0,9,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0,0,780.63,Churned,Competitor,Competitor offered higher download speeds
8775-ERLNB,Male,76,Yes,0,Indio,92203,7,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,0,0,92.14,Joined,,
8775-LHDJH,Female,77,Yes,0,San Jose,95136,1,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,0,0,103.62,Churned,Other,Don't know
8777-MBMTS,Female,65,Yes,0,West Covina,91791,10,65,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0,0,9097.35,Stayed,,
8777-PVYGU,Female,36,Yes,0,Burson,95225,0,52,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0,0,3630.04,Stayed,,
8778-LMWTJ,Female,28,No,0,River Pines,95675,0,9,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,0,0,825.65,Stayed,,
8779-QRDMV,Male,78,No,0,Los Angeles,90022,0,1,None,No,,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.65,39.65,0,20,59.65,Churned,Competitor,Competitor offered more data
8779-YIQQA,Male,38,Yes,1,Pico Rivera,90660,10,21,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,350.1,0,0,728.1,Stayed,,
8780-IHCRN,Male,23,Yes,2,Healdsburg,95448,5,63,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.65,1574.5,0,0,3396.46,Stayed,,
8780-IXSTS,Female,53,No,0,San Diego,92109,0,6,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,0,0,528.2,Churned,Competitor,Competitor made better offer
8780-RSYYU,Female,42,No,0,Dixon,95620,0,25,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.2,532.1,0,0,682.1,Stayed,,
8780-YRMTT,Female,64,No,0,Yountville,94599,0,66,Offer A,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,0,0,3177.25,Stayed,,
8782-LKFPK,Male,50,No,0,Beaumont,92223,0,44,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4063,0,0,6039.48,Stayed,,
8782-NUUOL,Male,62,No,0,Crescent Mills,95934,0,60,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79,4801.1,0,0,6908.9,Stayed,,
8784-CGILN,Female,34,No,0,Tarzana,91356,0,18,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0,0,2433.77,Churned,Dissatisfaction,Product dissatisfaction
8785-CJSHH,Female,22,Yes,0,West Sacramento,95691,9,60,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5985.75,0,0,8054.55,Stayed,,
8785-EPNCG,Male,42,No,0,Sacramento,95815,0,11,None,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,23.15,245.2,0,0,585.21,Churned,Competitor,Competitor made better offer
8788-DOXSU,Male,46,No,0,Frazier Park,93225,0,59,None,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3645.5,0,0,4217.8,Stayed,,
8791-GFXLZ,Male,58,No,0,San Jose,95127,0,12,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,1101.09,Stayed,,
8792-AOROI,Female,23,Yes,0,Glendora,91741,1,8,Offer E,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,65.5,564.35,0,0,753.79,Stayed,,
8799-OXZMD,Female,35,No,0,Los Angeles,90048,0,28,Offer C,No,,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.75,790.7,0,0,790.7,Stayed,,
8800-JOOCF,Female,56,No,1,Fallbrook,92028,0,12,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,0,0,1180.75,Stayed,,
8800-ZKRFW,Female,62,Yes,2,Philo,95466,9,30,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,0,0,3979.3,Stayed,,
8802-UNOJF,Male,65,No,0,Philo,95466,0,12,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,1408.73,Churned,Competitor,Competitor had better devices
8805-JNRAZ,Female,44,No,0,Huntington Beach,92646,0,2,Offer E,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.2,103.7,0,0,162.26,Joined,,
8806-EAGWC,Male,25,No,0,Old Station,96071,0,3,Offer E,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0,0,227.46,Churned,Dissatisfaction,Network reliability
8807-ARQET,Female,59,No,0,Angels Camp,95222,0,41,Offer B,No,,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0,0,1677.85,Stayed,,
8807-OPMBM,Female,36,Yes,3,Newbury Park,91320,1,55,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.65,1388,0,0,1467.2,Stayed,,
8808-ELEHO,Male,66,No,0,Modesto,95356,0,8,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0,0,626.11,Churned,Price,Price too high
8809-RIHDD,Male,47,Yes,0,Sacramento,95827,1,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0,0,7593.69,Churned,Price,Lack of affordable download/upload speed
8809-XKHMD,Male,62,Yes,0,Sacramento,95828,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.55,7325.1,0,0,10481.58,Stayed,,
8812-ZRHFP,Female,53,Yes,3,San Francisco,94133,0,30,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0,0,3990.95,Stayed,,
8815-LMFLX,Male,61,Yes,4,Martinez,94553,8,25,Offer C,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,-8,546.85,0,0,1035.85,Stayed,,
8816-VXNZD,Female,36,No,0,Coronado,92118,0,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0,0,81.04,Churned,Dissatisfaction,Lack of self-service on Website
8818-DOPVL,Female,65,No,0,El Cerrito,94530,0,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,4863.85,36.78,0,6720.89,Stayed,,
8818-XYFCQ,Male,39,Yes,0,Walnut Creek,94598,1,32,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,-8,3204.65,35.82,110,4353.07,Churned,Competitor,Competitor made better offer
8819-IMISP,Male,43,No,0,Redlands,92373,0,31,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,2429.1,0,0,3578.27,Stayed,,
8819-WFGGJ,Male,42,Yes,0,Grimes,95950,7,68,Offer A,No,,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.1,3794.5,0,0,3794.5,Stayed,,
8819-ZBYNA,Female,51,Yes,0,Murrieta,92562,6,58,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.1,6393.65,0,0,8548.35,Stayed,,
8821-KVZKQ,Female,52,Yes,2,Fort Bragg,95437,1,70,Offer A,No,,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,32.53,0,4080.62,Stayed,,
8821-XNHVZ,Female,53,Yes,0,San Diego,92109,1,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.05,80.05,0,0,119.84,Churned,Competitor,Competitor made better offer
8822-KNBHV,Female,30,No,0,Los Angeles,90011,0,48,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,83.45,3887.85,0,0,6072.33,Stayed,,
8823-RLPWL,Female,24,Yes,0,Rosamond,93560,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0,0,11032.77,Stayed,,
8824-RWFXJ,Male,21,Yes,0,Santa Cruz,95062,1,3,Offer E,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0,0,256.02,Churned,Competitor,Competitor had better devices
8835-VSDSE,Female,28,Yes,0,San Diego,92129,1,2,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.7,141.45,0,0,160.97,Churned,Competitor,Competitor made better offer
8837-VVWLQ,Female,35,No,0,Capistrano Beach,92624,0,8,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.95,668.4,0,0,926.88,Churned,Other,Moved
8838-GPHZP,Female,25,No,0,Orange,92866,0,63,None,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.6,1298.7,0,0,2342.61,Stayed,,
8840-DQLGN,Female,65,Yes,0,Burbank,91502,1,35,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0,0,4212.65,Churned,Attitude,Attitude of support person
8844-TONUD,Male,54,Yes,0,Acampo,95220,4,13,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0,0,1755.65,Churned,Competitor,Competitor had better devices
8845-LWKGE,Female,56,Yes,1,El Dorado,95623,4,30,Offer C,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,0,0,3087.35,Stayed,,
8847-GEOOQ,Male,34,Yes,0,Fontana,92337,10,60,Offer B,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0,0,3582.4,Stayed,,
8849-AYPTR,Male,55,Yes,0,Sacramento,95819,1,33,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0,130,3978.45,Stayed,,
8849-GYOKR,Female,59,Yes,0,Mineral,96063,2,54,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.55,5763.3,0,0,6240.12,Churned,Dissatisfaction,Product dissatisfaction
8849-PRIQJ,Female,53,Yes,2,Simi Valley,93063,7,67,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,7281.6,38.34,0,7464.36,Stayed,,
8851-RAGOV,Female,25,Yes,0,Simi Valley,93065,10,25,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.05,1837.7,28.08,0,1868.12,Stayed,,
8853-TZDGH,Female,42,No,0,Palo Cedro,96073,0,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.6,8012.75,0,0,9754.43,Stayed,,
8854-CCVSQ,Male,58,No,0,Browns Valley,95918,0,18,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,1451.9,0,30,2181.56,Churned,Competitor,Competitor offered more data
8857-CUPFQ,Male,57,Yes,0,Wallace,95254,9,63,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.25,1237.65,0,0,2332.59,Stayed,,
8859-AXJZP,Male,39,Yes,0,Helm,93627,7,39,None,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,23.8,903.8,0,0,2056.64,Stayed,,
8859-DZTGQ,Male,21,No,0,Petaluma,94952,0,33,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.35,689.75,0,0,1167.59,Stayed,,
8859-YSTWS,Male,43,No,0,Port Hueneme,93041,0,48,Offer B,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.95,1004.5,0,0,1533.46,Stayed,,
8861-HGGKB,Female,57,No,0,San Diego,92117,0,10,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0,0,1007.35,Churned,Competitor,Competitor made better offer
8865-TNMNX,Male,53,Yes,0,Los Angeles,90043,6,10,Offer D,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,49.55,475.7,0,0,737.4,Stayed,,
8868-GAGIO,Male,49,Yes,0,Sunnyvale,94089,8,45,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.55,3713.95,0,0,4739.95,Stayed,,
8868-WOZGU,Male,33,No,0,Porterville,93257,0,28,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,2979.5,0,80,3912.94,Churned,Dissatisfaction,Service dissatisfaction
8869-LIHMK,Female,51,No,0,King City,93930,0,64,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.1,7334.05,0,0,10169.89,Stayed,,
8869-TORSS,Female,51,No,0,Santa Rosa,95405,0,48,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.35,2896.4,0,0,4524.08,Churned,Dissatisfaction,Poor expertise of phone support
8871-JLMHM,Female,27,Yes,0,Los Angeles,90061,3,68,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,90.2,6297.65,0,0,6529.53,Stayed,,
8873-GLDMH,Female,45,No,0,Courtland,95615,0,6,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.85,401.3,0,0,567.44,Stayed,,
8873-TMKGR,Male,40,No,0,Sugarloaf,92386,0,29,Offer C,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.1,529.5,0,0,1965.58,Stayed,,
8874-EJNSR,Male,64,Yes,2,Salinas,93908,8,39,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.2,987.95,0,0,1787.06,Stayed,,
8875-AKBYH,Male,78,No,0,Mineral,96063,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,1745.2,0,10,2265.4,Stayed,,
8878-HMWBV,Male,47,No,0,Nice,95464,0,3,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.15,169.05,0,10,301.42,Churned,Competitor,Competitor had better devices
8878-RYUKI,Female,30,No,0,Long Beach,90803,0,52,None,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,0,0,3530.94,Stayed,,
8879-XUAHX,Male,42,Yes,0,Irvine,92614,4,71,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,0,0,9004.24,Stayed,,
8879-ZKJOF,Female,57,No,0,Gardena,90249,0,41,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.85,3320.75,0,0,4887.36,Stayed,,
8882-TLVRW,Male,52,Yes,1,Big Creek,93605,3,69,None,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.1,2779.5,0,0,2779.5,Stayed,,
8883-ANODQ,Female,44,Yes,1,Termo,96132,3,68,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0,0,7442.67,Stayed,,
8883-GRDWQ,Male,68,No,0,Stinson Beach,94970,0,20,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54,1055.9,0,0,1502.1,Stayed,,
8884-ADFVN,Male,65,Yes,0,Roseville,95678,2,7,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.95,700.85,0,0,943.47,Churned,Other,Don't know
8884-FEEWR,Male,22,No,0,El Dorado Hills,95762,0,35,Offer C,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.6,754,0,0,2224.7,Stayed,,
8884-MRNSU,Male,61,Yes,0,Caruthers,93609,8,17,Offer D,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,329.75,0,0,579.48,Stayed,,
8885-QSQBX,Female,45,No,0,Forest Falls,92339,0,1,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,0,0,60.38,Joined,,
8887-IPQNC,Female,61,Yes,0,Manhattan Beach,90266,4,7,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25,313.45,0,0,533.46,Stayed,,
8894-JVDCV,Female,39,No,0,Riverside,92505,0,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,0,0,9417.53,Stayed,,
8896-BQTTI,Male,41,No,0,Cool,95614,0,1,Offer E,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,25,25,0,0,28.39,Joined,,
